fewsid;Id;Code;Omschrijving;Groep;Titel;Begin geldigheid;Eind geldigheid
421;185;N5769.91;NEN 5769:1991 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
422;679;N5771.99;NEN 5771:1999 nl;Norm bodem-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
423;680;N5773.90;NEN 5773:1990 nl;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
424;681;N5774.90;NEN 5774:1990 nl;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
425;139;N5776.06;NEN 5776:2006 nl;Norm bodem-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
426;683;N5777.94;NEN 5777:1994 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
427;71;N5779.94;NEN 5779:1994 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
428;685;N5780.96;NEN 5780:1996 nl;Norm bodem-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
429;686;N5781.92;NEN 5781:1992 nl;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
430;687;N5782.91;NEN 5782:1991 nl;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
431;688;N5783.91;NEN 5783:1991 nl;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
432;689;N5784.91;NEN 5784:1991 nl;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
433;690;N5785.91;NEN 5785:1991 nl;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
434;691;N5786.91;NEN 5786:1991 nl;Norm bodem-fysisch;;1 april 2017 00:00:00;1 januari 2100 00:00:00
435;692;N5787.94;NEN 5787:1994 nl;Norm bodem-fysisch;;1 april 2017 00:00:00;1 januari 2100 00:00:00
436;693;N5788.94;NEN 5788:1994 nl;Norm bodem-fysisch;;1 april 2017 00:00:00;1 januari 2100 00:00:00
437;694;N5789.91;NEN 5789:1991 nl;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
438;695;N5791.95;NEN 5791:1995 nl;Norm bodem-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
439;140;N5896.03;NEN5896:2003 nl;Norm milieu;;10 december 2015 00:00:00;1 januari 2100 00:00:00
440;187;N5897.14;NEN 5897:2014 Ontw. Nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
441;261;N5897.15;NEN 5897:2015 nl;Norm milieu;;10 december 2015 00:00:00;1 januari 2100 00:00:00
442;1006;N5898+C1.16;NEN 5898+C1:2016 nl;Norm milieu;;1 juli 2017 00:00:00;1 januari 2100 00:00:00
443;696;N6261.90;NEN 6261:1990/A1:2002;Norm water-biologisch;;1 april 2017 00:00:00;1 januari 2100 00:00:00
444;697;N6263.89;NEN 6263:1989 nl;Norm water-biologisch;;1 april 2017 00:00:00;1 januari 2100 00:00:00
445;273;N6265.07;NEN 6265:2007 nl;Norm vervallen;;8 augustus 2018 00:00:00;1 januari 2100 00:00:00
446;699;N6269.96;NEN 6269:1996 nl;Norm water-biologisch;;1 april 2017 00:00:00;1 januari 2100 00:00:00
447;700;N6271.95;NEN 6271:1995 nl;Norm water-biologisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
448;701;N6274.95;NEN 6274:1995 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
449;702;N6275.96;NEN 6275:1996 nl;Norm water-biologisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
450;703;N6276.95;NEN 6276:1995 nl;Norm water-biologisch;;1 april 2017 00:00:00;1 januari 2100 00:00:00
451;704;N6401.91;NEN 6401:1991 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
452;95;N6402.10;NEN 6402:2010 nl;Norm water-chemisch;;10 december 2015 00:00:00;1 januari 2100 00:00:00
453;705;N6402.91;NEN 6402:1991 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
454;18;N6403.98;NEN 6403:1998 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
455;707;N6407.97;NEN 6407:1997 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
456;20;N6408.99;NEN 6408:1999 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
457;141;N6411.06;NEN 6411:2006 Ontw. nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
458;709;N6411.81;NEN 6411:1981 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
459;710;N6412.79;NEN 6412:1979 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
460;711;N6414.07;NEN 6414:2007 Ontw. nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
461;229;N6414.08;NEN 6414:2008 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
462;713;N6414.88;NEN 6414:1988 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
463;142;N6415.82;NEN 6415:1982 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
464;714;N6420.86;NEN 6420:1986 nl;Norm radioactiviteit;;1 juli 2013 00:00:00;1 januari 2100 00:00:00
465;715;N6421.06;NEN 6421:2006 nl;Norm radioactiviteit;;1 juli 2013 00:00:00;1 januari 2100 00:00:00
466;716;N6424.88;NEN 6424:1988 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
467;21;N6426.95;NEN 6426:1995 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
468;22;N6427.99;NEN 6427:1999 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
469;23;N6429.94;NEN 6429:1994 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
470;24;N6430.94;NEN 6430:1994 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
471;25;N6432.93;NEN 6432:1993 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
472;26;N6433.93;NEN 6433:1993 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
473;27;N6434.93;NEN 6434:1993 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
474;28;N6435.97;NEN 6435:1997 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
475;29;N6436.97;NEN 6436:1997 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
476;725;N6437.82;NEN 6437:1982 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
477;143;N6441.79;NEN 6441:1979 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
478;726;N6442.79;NEN 6442:1979 nl;Norm water-chemisch;;31 augustus 2011 00:00:00;1 januari 2100 00:00:00
479;30;N6443.77;NEN 6443:1977 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
480;31;N6444.77;NEN 6444:1977 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
481;32;N6445.97;NEN 6445:1997 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
482;105;N6447.79;NEN 6447:1979 nl;Norm slib;;10 december 2015 00:00:00;1 januari 2100 00:00:00
483;33;N6448.81;NEN 6448:1981 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
484;730;N6449.81;NEN 6449:1981 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
485;34;N6451.80;NEN 6451:1980 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
486;35;N6452.80;NEN 6452:1980 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
487;36;N6453.80;NEN 6453:1980 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
488;37;N6454.94;NEN 6454:1994 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
489;106;N6455.81;NEN 6455:1981 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
490;144;N6456.81;NEN 6456:1981 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
491;116;N6457.94;NEN 6457:1994 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
492;38;N6458.83;NEN 6458:1983 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
493;739;N6460.81;NEN 6460:1981 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
494;740;N6461.81;NEN 6443:1981 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
495;39;N6462.82;NEN 6462:1982 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
496;40;N6463.97;NEN 6463:1997 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
497;117;N6464.81;NEN 6464:1981 nl;Norm slib;;19 november 2015 00:00:00;1 januari 2100 00:00:00
498;107;N6465.92;NEN 6465:1992 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
499;145;N6467.82;NEN 6467:1982 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
500;41;N6468.94;NEN 6468:1994 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
501;42;N6470.97;NEN 6470:1997 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
502;745;N6471.81;NEN 6471:1981 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
503;746;N6472.83;NEN 6472:1983 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
504;43;N6476.81;NEN 6476:1981 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
505;748;N6480.82;NEN 6480:1982 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
506;749;N6481.83;NEN 6481:1983 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
507;146;N6482.82;NEN 6482:1982 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
508;44;N6483.82;NEN 6483:1982 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
509;751;N6484.06;NEN 6484:2006 Ontw. nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
510;147;N6484.07;NEN 6484:2007 nl;Norm water-fysisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
511;753;N6484.82;NEN 6484:1982 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
512;148;N6485.83;NEN 6485:1983 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
513;754;N6486.84;NEN 6486:1984 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
514;755;N6487.97;NEN 6487:1997 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
515;756;N6490.82;NEN 6490:1982 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
516;757;N6493.87;NEN 6493:1987 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
517;758;N6494.84;NEN 6494:1984 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
518;759;N6495.84;NEN 6495:1984 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
519;760;N6499.05;NEN 6499:2005 nl;Norm vervallen;;6 december 2011 00:00:00;1 januari 2100 00:00:00
520;761;N6499.10;NEN 6499:2010 nl;Norm vervallen;;14 december 2016 00:00:00;1 januari 2100 00:00:00
521;995;N6499.14;NEN 6499:2014 nl;Norm milieu;;14 december 2016 00:00:00;1 januari 2100 00:00:00
522;762;N6504.80;NEN 6504:1980 nl;Norm water-biologisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
523;999;N6520+C1.11;NEN 6520:2006+C1:2011 nl;Norm water-biologisch/chem.;;1 april 2017 00:00:00;1 januari 2100 00:00:00
524;149;N6520.06;NEN 6520:2006 nl;Norm vervallen;;1 april 2017 00:00:00;1 januari 2100 00:00:00
525;764;N6521.91;NEN 6521:1991 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
526;765;N6523.90;NEN 6523:1990 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
527;766;N6524.84;NEN 6524:1984 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
528;150;N6526.06;NEN 6526:2006 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
529;70;N6527.00;NEN 6527:2000 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
530;769;N6530.86;NEN 6530:1986 nl;Norm water-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
531;770;N6531.86;NEN 6531:1986 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
532;151;N6532.86;NEN 6532:1986 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
533;152;N6533.90;NEN 6533:1990 nl;Norm water-fysisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
534;773;N6535.86;NEN 6535:1986 nl;Norm water-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
535;774;N6536.90;NEN 6536:1990 nl;Norm water-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
536;775;N6539.91;NEN 6539:1991 nl;Norm water-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
537;153;N6541.91;NEN 6541:1991 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
538;777;N6542.96;NEN 6542:1996 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
539;778;N6544.90;NEN 6544:1990 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
540;779;N6545.85;NEN 6545:1985 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
541;780;N6547.86;NEN 6547:1986 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
542;781;N6548.88;NEN 6548:1988 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
543;782;N6549.88;NEN 6549:1988 nl;Norm water-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
544;783;N6552.81;NEN 6552:1981 nl;Norm water-biologisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
545;784;N6557.81;NEN 6557:1981 nl;Norm water-biologisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
546;785;N6563.82;NEN 6563:1982 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
547;786;N6567.85;NEN 6567:1985 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
548;230;N6570.82;NEN 6570:1982 nl;Norm water-biologisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
549;231;N6571.82;NEN 6571:1982 nl;Norm water-biologisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
550;789;N6572.82;NEN 6572:1982 nl;Norm water-biologisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
551;790;N6573.87;NEN 6573:1987 nl;Norm water-biologisch;;1 april 2017 00:00:00;1 januari 2100 00:00:00
552;791;N6576.85;NEN 6576:1985 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
553;792;N6577.85;NEN 6577:1985 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
554;793;N6578.85;NEN 6578:1985 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
555;794;N6579.85;NEN 6579:1985 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
556;795;N6580.85;NEN 6580:1985 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
557;796;N6581.85;NEN 6581:1985 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
558;797;N6582.85;NEN 6582:1985 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
559;798;N6587.90;NEN 6587:1990 nl;Norm water-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
560;799;N6589.05;NEN 6589:2005 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
561;800;N6591.90;NEN 6591:1990 nl;Norm water-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
562;801;N6594.93;NEN 6594:1993 nl;Norm water-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
563;239;N6604.07;NEN 6604:2007 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
564;803;N6606.07;NEN 6606:2007 Ontw. nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
565;804;N6606.09;NEN 6606:2009 nl;Norm water-fysisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
566;805;N6606.92;NEN 6606:1992 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
567;259;N6608.96;NEN 6608:1996 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
568;45;N6609.97;NEN 6609:1997 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
569;46;N6611.97;NEN 6611:1997 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
570;47;N6612.97;NEN 6612:1997 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
571;807;N6619.92;NEN 6619:1992 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
572;154;N6620.86;NEN 6620:1986 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
573;155;N6621.88;NEN 6621:1988 nl;Norm water-fysisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
574;810;N6622.88;NEN 6622:1988 nl;Norm slib;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
575;156;N6623.05;NEN 6623:2005 nl;Norm water-fysisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
576;812;N6624.03;NEN 6624:2003 nl;Norm slib;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
577;240;N6633.06;NEN 6633:2006/A1:2007 nl;Norm water-fysisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
578;157;N6633.98;NEN 6633:1998 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
579;814;N6634.91;NEN 6634:1991 nl;Norm vervallen;;1 april 2017 00:00:00;1 januari 2100 00:00:00
580;158;N6641.83;NEN 6641:1983 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
581;159;N6642.92;NEN 6642:1992 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
582;816;N6643.03;NEN 6643:2003 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
583;160;N6644.83;NEN 6644:1983 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
584;818;N6645.05;NEN 6645:2005 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
585;1001;N6646+C1.15;NEN 6646+C1:2015 nl;Norm water-chemisch;;1 april 2017 00:00:00;1 januari 2100 00:00:00
586;161;N6646.06;NEN 6646:2006 nl;Norm vervallen;;1 april 2017 00:00:00;1 januari 2100 00:00:00
587;1005;N6646.15;NEN 6646:2015 nl;Norm vervallen;;1 april 2017 00:00:00;1 januari 2100 00:00:00
588;48;N6651.92;NEN 6651:1992 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
589;821;N6652.92;NEN 6652:1992 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
590;822;N6653.92;NEN 6653:1992 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
591;823;N6654.92;NEN 6654:2005 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
592;824;N6655.92;NEN 6655:1992 Ontw. nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
593;49;N6655.97;NEN 6655:1997 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
594;826;N6662.85;NEN 6662:1985 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
595;162;N6663.87;NEN 6663:1987 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
596;828;N6669.81;NEN 6669:1981 nl;Norm vervallen;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
597;50;N6670.03;NEN 6670:2003 nl;Norm water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
598;1002;N6671.13;NEN 6671:2013 nl;Norm water-chemisch;;1 april 2017 00:00:00;1 januari 2100 00:00:00
599;262;N6671.94;NEN 6671:1994 nl;Norm vervallen;;1 april 2017 00:00:00;1 januari 2100 00:00:00
600;263;N6672.94;NEN 6672:1994 nl;Norm vervallen;;1 april 2017 00:00:00;1 januari 2100 00:00:00
601;163;N6674.81;NEN 6674:1981 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
602;164;N6675.89;NEN 6675:1989 nl;Norm vervallen;;19 november 2015 00:00:00;1 januari 2100 00:00:00
603;834;N6676.94;NEN 6676:1994 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
604;835;N6682.96;NEN 6682:1996 nl;Norm slib;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
605;836;N6685.83;NEN 6685:1983 nl;Norm slib;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
606;837;N6686.83;NEN 6686:1983 nl;Norm slib;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
607;838;N6687.83;NEN 6687:1983 nl;Norm slib;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
608;839;N6688.83;NEN 6688:1983 nl;Norm slib;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
609;840;N6689.83;NEN 6689:1983 nl;Norm slib;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
610;841;N6691.88;NEN 6691:1988 nl;Norm slib;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
611;842;N6692.92;NEN 6692:1992 nl;Norm slib;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
612;843;N6950.05;NEN 6950:2005 nl;Norm vervallen;;9 december 2020;1 januari 2100
613;1057;N6950.20;NEN 6950:2020 nl;Norm bodem-chemisch;;9 december 2020;1 januari 2100
614;844;N6953.05;NEN 6953:2005 nl;Norm vervallen;;26 april 2017 00:00:00;1 januari 2100 00:00:00
615;1007;N6953.17;NEN 6953:2017 nl;Norm water-chemisch;;26 april 2017 00:00:00;1 januari 2100 00:00:00
616;845;N6961.05;NEN 6961:2005 nl;Norm vervallen;;14 december 2016 00:00:00;1 januari 2100 00:00:00
617;212;N6961.13;NEN 6961:2013 Ontw. Nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
618;979;N6961.14;NEN 6961:2014 nl;Norm milieu;;10 december 2015 00:00:00;1 januari 2100 00:00:00
619;846;N6963.05;NEN 6963:2005 nl;Norm water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
620;847;N6964+C1.06;NEN 6964:2005+C1:2006 nl;Norm bodem/water-chemisch;;6 december 2011 00:00:00;1 januari 2100 00:00:00
621;848;N6964.05;NEN 6964:2005 nl;Norm bodem/water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
622;849;N6965+C1.06;NEN 6965:2005+C1:2006 nl;Norm bodem/water-chemisch;;6 december 2011 00:00:00;1 januari 2100 00:00:00
623;850;N6965.05;NEN 6965:2005 nl;Norm bodem/water-chemisch;;11 juni 2011 00:00:00;1 januari 2100 00:00:00
624;851;N6966+C1.06;NEN 6966:2005+C1:2006 nl;Norm bodem/water-chemisch;;6 december 2011 00:00:00;1 januari 2100 00:00:00
625;242;N6966.05;NEN 6966:2005 nl;Norm bodem/water-chemisch;;19 november 2015 00:00:00;1 januari 2100 00:00:00
626;853;N6970.08;NEN 6970:2008 nl;Norm vervallen;;14 december 2016 00:00:00;1 januari 2100 00:00:00
627;992;N6970.16;NEN 6970:2016 nl;Norm bodem-chemisch;;14 december 2016 00:00:00;1 januari 2100 00:00:00
628;854;N6971+C1.10;NEN 6971:2008+C1:2010 nl;Norm bodem-chemisch;;6 december 2011 00:00:00;1 januari 2100 00:00:00
629;998;N6972+A1.12;NEN 6972:2008/A1:2012 nl;Norm bodem-chemisch;;4 februari 2017 00:00:00;1 januari 2100 00:00:00
630;855;N6972.08;NEN 6972:2008 nl;Norm bodem-chemisch;;6 december 2011 00:00:00;1 januari 2100 00:00:00
631;856;N6973.08;NEN 6973:2008 nl;Norm bodem-chemisch;;6 december 2011 00:00:00;1 januari 2100 00:00:00
632;857;N6974+C1.10;NEN 6974:2008+C1:2010 nl;Norm bodem-chemisch;;6 december 2011 00:00:00;1 januari 2100 00:00:00
633;858;N6975.08;NEN 6975:2008 nl;Norm vervallen;;14 december 2016 00:00:00;1 januari 2100 00:00:00
634;993;N6975.16;NEN 6975:2016 nl;Norm bodem-chemisch;;14 december 2016 00:00:00;1 januari 2100 00:00:00
635;859;N6976.08;NEN 6976:2008 nl;Norm bodem-chemisch;;6 december 2011 00:00:00;1 januari 2100 00:00:00
636;244;N6977+C1.10;NEN 6977:2008+C1:2010 nl;Norm bodem-chemisch;;16 maart 2021 00:00:00;1 januari 2100 00:00:00
637;861;N6978.08;NEN 6978:2008 nl;Norm vervallen;;14 december 2016 00:00:00;1 januari 2100 00:00:00
638;994;N6978.16;NEN 6978:2016 nl;Norm bodem-chemisch;;14 december 2016 00:00:00;1 januari 2100 00:00:00
639;862;N6980+C1.10;NEN 6980:2008+C1:2010 nl;Norm vervallen;;24 januari 2017 00:00:00;1 januari 2100 00:00:00
640;997;N6980+C2.11;NEN 6980:2008+C1:2010+C2:2011 nl;Norm bodem-chemisch;;24 januari 2017 00:00:00;1 januari 2100 00:00:00
641;863;N6981.08;NEN 6981:2008;Norm bodem-chemisch;;6 december 2011 00:00:00;1 januari 2100 00:00:00
642;108;N7320.97;NEN 7320:1997 nl;Norm milieu;;10 december 2015 00:00:00;1 januari 2100 00:00:00
643;165;N7341.95;NEN 7341:1995 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
644;166;N7343.95;NEN 7343:1995 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
645;167;N7345.95;NEN 7345:1995 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
646;168;N7349.95;NEN 7349:1995 nl;Norm vervallen;;10 december 2015 00:00:00;1 januari 2100 00:00:00
647;214;N7373.04;NEN 7373:2004 nl;Norm milieu;;10 december 2015 00:00:00;1 januari 2100 00:00:00
