fewsid;Code;Omschrijving;CASnummer;Groep;Id;Begin geldigheid;Eind geldigheid
1071;C2yprton;ethylparathion;56-38-2;ChemischeStof;738;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1072;C35a;pentatriacontaan;630-07-9;ChemischeStof;6490;9 september 2020 00:00:00;1 januari 2100 00:00:00
1073;C3al;propanal;123-38-6;ChemischeStof;1980;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1074;C3astn;propaansulton;1120-71-4;ChemischeStof;3361;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1075;C3ol;propanol;71-23-8;ChemischeStof;1258;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1076;C3yactt;propylacetaat;109-60-4;ChemischeStof;1433;28 augustus 2011 00:00:00;1 januari 2100 00:00:00
1077;C3yeO;propyleenoxide;75-56-9;ChemischeStof;1436;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1078;C3yeimne;propyleenimine;75-55-8;ChemischeStof;3362;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1079;C3yslnl;trimethylsilanol;1066-40-6;ChemischeStof;1618;4 december 2019 00:00:00;1 januari 2100 00:00:00
1080;C40a;tetracontaan;4181-95-7;ChemischeStof;6483;9 september 2020 00:00:00;1 januari 2100 00:00:00
1081;C43a;tritetracontaan;7098-21-7;ChemischeStof;6353;1 april 2020 00:00:00;1 januari 2100 00:00:00
1082;C44a;tetratetracontaan;7098-22-8;ChemischeStof;6493;9 september 2020 00:00:00;1 januari 2100 00:00:00
1083;C4OxplC3yegc;butoxypolypropyleenglycol;9003-13-8;ChemischeStof;3363;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1084;C4a;butaan;106-97-8;ChemischeStof;1789;6 juli 2013 00:00:00;1 januari 2100 00:00:00
1085;C4al;butanal;123-72-8;ChemischeStof;1790;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1086;C4ol;butanol;71-36-3;ChemischeStof;406;28 augustus 2011 00:00:00;1 januari 2100 00:00:00
1087;C4yBen;butylbenzeen;104-51-8;ChemischeStof;1255;27 augustus 2011 00:00:00;1 januari 2100 00:00:00
1088;C4yBensfAd;butylbenzeensulfonamide;3622-84-2;ChemischeStof;1786;28 augustus 2011 00:00:00;1 januari 2100 00:00:00
1089;C4yBensfnt;butylbenzeensulfonaat;80-44-4;ChemischeStof;3364;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1090;C4yC16aoat;butylhexadecanoaat;111-06-8;ChemischeStof;3365;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1091;C4yaclt;butylacrylaat;141-32-2;ChemischeStof;413;28 augustus 2011 00:00:00;1 januari 2100 00:00:00
1092;C4yactt;butylacetaat;123-86-4;ChemischeStof;412;28 augustus 2011 00:00:00;1 januari 2100 00:00:00
1093;C4yat;butylaat;2008-41-5;ChemischeStof;411;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1094;C4ymtclt;butylmethacrylaat;97-88-1;ChemischeStof;420;27 augustus 2011 00:00:00;1 januari 2100 00:00:00
1095;C5a;pentaan;109-66-0;ChemischeStof;1384;28 augustus 2011 00:00:00;1 januari 2100 00:00:00
1096;C5al;pentanal (n-valeraldehyde);110-62-3;ChemischeStof;1972;6 juli 2013 00:00:00;1 januari 2100 00:00:00
1097;C5ol;pentanol;71-41-0;ChemischeStof;1392;6 juli 2013 00:00:00;1 januari 2100 00:00:00
1098;C5yBen;pentylbenzeen;538-68-1;ChemischeStof;6263;13 maart 2020 00:00:00;1 januari 2100 00:00:00
1099;C6H5F;fluorbenzeen;462-06-6;ChemischeStof;2709;13 december 2017 00:00:00;1 januari 2100 00:00:00
1100;C6a;hexaan;110-54-3;ChemischeStof;860;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1101;C6al;hexanal;66-25-1;ChemischeStof;869;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1102;C6azr;hexaanzuur;142-62-1;ChemischeStof;1867;27 augustus 2011 00:00:00;1 januari 2100 00:00:00
1103;C6yBen;hexylbenzeen;1077-16-3;ChemischeStof;5296;7 mei 2015 00:00:00;1 januari 2100 00:00:00
1104;C6yegcl;hexyleen glycol;107-41-5;ChemischeStof;6043;6 september 2019 00:00:00;1 januari 2100 00:00:00
1105;C7a;heptaan;142-82-5;ChemischeStof;851;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1106;C7azr;heptaanzuur;111-14-8;ChemischeStof;852;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1107;C7azrC1yEsr;heptaanzuur methylester;106-73-0;ChemischeStof;4993;21 januari 2014 00:00:00;1 januari 2100 00:00:00
1108;C7yBen;heptylbenzeen;1078-71-3;ChemischeStof;5297;7 mei 2015 00:00:00;1 januari 2100 00:00:00
1109;C8C18akbzDC1;C8-C18-alkylbenzyldimethylammoniumchloride;63449-41-2;ChemischeStof;3367;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1110;C8a;octaan;111-65-9;ChemischeStof;1287;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1111;C8al;octanal;124-13-0;ChemischeStof;3366;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1112;C8azr;octaanzuur;124-07-2;ChemischeStof;1288;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1113;C8yactt;octylacetaat;112-14-1;ChemischeStof;6480;9 september 2020 00:00:00;1 januari 2100 00:00:00
1114;C8ybccC7eDcb;octylbicyclohepteendicarboximide;113-48-4;ChemischeStof;3368;27 augustus 2011 00:00:00;1 januari 2100 00:00:00
1115;C8yfOxplC2ox;octylfenoxypolyethoxyethanol;9036-19-5;ChemischeStof;3370;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1116;C9D810akFt;C9-rijk di-C8-10-vertakt alkylftalaat;68515-48-0;ChemischeStof;5751;24 januari 2017 00:00:00;1 januari 2100 00:00:00
1117;C9a;nonaan;111-84-2;ChemischeStof;1278;6 juli 2013 00:00:00;1 januari 2100 00:00:00
1118;C9al;nonanal;124-19-6;ChemischeStof;1280;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1119;C9azr;nonaanzuur;112-05-0;ChemischeStof;1279;28 augustus 2011 00:00:00;1 januari 2100 00:00:00
1120;C9yFol;nonylfenol;25154-52-3;ChemischeStof;1282;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1121;CAMPLBTR;Campylobacter;NVT;Object;3299;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1122;CARPX;Carapax;NVT;Object;6105;11 maart 2020 00:00:00;1 januari 2100 00:00:00
1123;CDMBP;4-chloor-3',4'-dimethoxybenzofenon;116412-83-0;ChemischeStof;3391;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1124;CFK11;trichloorfluormethaan;75-69-4;ChemischeStof;799;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1125;CFK1113;1-chloor-1,2,2-trifluoretheen;79-38-9;ChemischeStof;2588;6 januari 2016 00:00:00;1 januari 2100 00:00:00
1126;CFK112;1,1,2,2-tetrachloor-1,2-difluorethaan;76-12-0;ChemischeStof;5329;15 augustus 2015 00:00:00;1 januari 2100 00:00:00
1127;CFK113;1,1,2-trichloor-1,2,2-trifluorethaan;76-13-1;ChemischeStof;800;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1128;CFK114;1,2-dichloortetrafluorethaan;76-14-2;ChemischeStof;801;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1129;CFK115;monochloorpentafluorethaan;76-15-3;ChemischeStof;3406;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1130;CFK12;dichloordifluormethaan;75-71-8;ChemischeStof;802;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1131;CFK13;chloortrifluormethaan;75-72-9;ChemischeStof;3407;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1132;CHLFa;chlorofyl-a;479-61-8;ChemischeStof;510;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1133;CHLFb;chlorofyl-b;519-62-0;ChemischeStof;3415;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1134;CLOSTR;Clostridia;NVT;Object;1804;19 december 2015 00:00:00;1 januari 2100 00:00:00
1135;CMC;carboxymethylcellulose (CMC);7-11-9000;ChemischeStof;3491;10 juni 2011 00:00:00;1 januari 2100 00:00:00
1136;CMO;koolmonoxide;630-08-0;ChemischeStof;3493;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1137;CN;cyanide;57-12-5;ChemischeStof;536;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1138;CNazne;cyanazine;21725-46-2;ChemischeStof;534;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1139;CNcpx;cyanide-complex;NVT;ChemischeStof;2595;27 augustus 2011 00:00:00;1 januari 2100 00:00:00
1140;CNgandne;cyaanguanidine;461-58-5;ChemischeStof;6393;12 juni 2020 00:00:00;1 januari 2100 00:00:00
1141;CNuzCl;cyanuurzuurchloride;108-77-0;ChemischeStof;3495;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1142;CNuzr;cyanuurzuur;108-80-5;ChemischeStof;3496;29 november 2019 00:00:00;1 januari 2100 00:00:00
1143;CNvrij;cyanide-vrij;NVT;ChemischeStof;537;9 juni 2011 00:00:00;1 januari 2100 00:00:00
1144;CO2;kooldioxide;124-38-9;ChemischeStof;1803;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1145;CO3;carbonaat;3812-32-6;ChemischeStof;464;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1146;CRYPTF;Cryptofyten;NVT;Object;3314;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1147;CS2;koolstofdisulfide;75-15-0;ChemischeStof;967;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1148;CTAB;cetyltrimethylammoniumbromide;57-09-0;ChemischeStof;5067;12 april 2014 00:00:00;1 januari 2100 00:00:00
1149;CUSP;Cuspidothrix;NVT;Object;5165;29 november 2014 00:00:00;1 januari 2100 00:00:00
1150;CYANBTE;Cyanobacterie (blauwalg);NVT;Object;3315;29 juni 2012 00:00:00;1 januari 2100 00:00:00
1151;CYANBTRDLG;Cyanobacteriedrijflaag;NVT;Object;3322;10 juli 2012 00:00:00;1 januari 2100 00:00:00
1152;CYLI;Cylindrospermopsis;NVT;Object;3327;11 juni 2011 00:00:00;1 januari 2100 00:00:00
1153;CZV;Chemisch zuurstofverbruik;NVT;ChemischeStof;548;26 augustus 2011 00:00:00;1 januari 2100 00:00:00
1154;Ca;calcium;7440-70-2;ChemischeStof;447;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1155;Ca47;calcium 47;14391-99-2;ChemischeStof;3371;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1156;CaCO3;calciumcarbonaat;471-34-1;ChemischeStof;1796;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1157;CaCl2;calciumchloride;10043-52-4;ChemischeStof;3373;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1158;CaO;calciumoxide;1305-78-8;ChemischeStof;3377;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1159;CaOH2;calciumdihydroxide;1305-62-0;ChemischeStof;6072;24 januari 2020 00:00:00;1 januari 2100 00:00:00
1160;CaSO4;calciumsulfaat;7778-18-9;ChemischeStof;3389;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1161;CacaAd;calciumcyanamide;156-62-7;ChemischeStof;3372;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1162;Canorg;koolstof anorganisch;NVT;ChemischeStof;1572;26 augustus 2011 00:00:00;1 januari 2100 00:00:00
1163;Cd;cadmium;7440-43-9;ChemischeStof;441;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1164;Cd109;cadmium 109;14109-32-1;ChemischeStof;3390;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1165;Ce;cerium;7440-45-1;ChemischeStof;467;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1166;Ce139;cerium 139;13982-30-4;ChemischeStof;3392;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1167;Ce141;cerium 141;13967-74-3;ChemischeStof;3393;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1168;Ce144;cerium 144;14762-78-8;ChemischeStof;3394;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1169;CeO2;ceriumoxide;1306-38-3;ChemischeStof;6073;24 januari 2020 00:00:00;1 januari 2100 00:00:00
1170;Cf;californium;7440-71-3;ChemischeStof;3403;7 januari 2012 00:00:00;1 januari 2100 00:00:00
1171;Cf249;californium 249;15237-97-5;ChemischeStof;3404;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1172;Cf251;californium 251;15765-19-2;ChemischeStof;3405;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1173;Chr;chryseen;218-01-9;ChemischeStof;518;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1174;Cl;chloride;16887-00-6;ChemischeStof;508;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1175;Cl2;dichloor;7782-50-5;ChemischeStof;3444;1 september 2011 00:00:00;1 januari 2100 00:00:00
1176;ClAeT;chlooramine-T;127-65-1;ChemischeStof;3446;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1177;ClBen;chloorbenzeen;108-90-7;ChemischeStof;1246;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1178;ClC1a;chloormethaan;74-87-3;ChemischeStof;489;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1179;ClC2a;chloorethaan;75-00-3;ChemischeStof;1247;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1180;ClC2e;chlooretheen (vinylchloride);75-01-4;ChemischeStof;1654;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1181;ClC3yat;chloorpropylaat;2-10-5836;ChemischeStof;3449;10 juni 2011 00:00:00;1 januari 2100 00:00:00
1182;ClDC1yEtr;chloordimethylether;107-30-2;ChemischeStof;3451;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1183;ClDO;chloordioxide;10049-04-4;ChemischeStof;3453;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1184;ClDmfm;chloordimeform;6164-98-3;ChemischeStof;6186;13 maart 2020 00:00:00;1 januari 2100 00:00:00
1185;ClFAn;chloorfluoraniline;367-21-5;ChemischeStof;3457;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1186;ClHAc;chloorazijnzuur;79-11-8;ChemischeStof;1245;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1187;ClNO2Ben;chloornitrobenzeen;25167-93-5;ChemischeStof;3465;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1188;ClO2;chloriet;14998-27-7;ChemischeStof;6074;24 januari 2020 00:00:00;1 januari 2100 00:00:00
1189;ClO3;chloraat;14866-68-3;ChemischeStof;4994;21 januari 2014 00:00:00;1 januari 2100 00:00:00
1190;ClOxnl;chlooroxynil;1891-95-8;ChemischeStof;2452;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1191;ClT4ccnHCl;chloortetracycline hydrochloride;64-72-2;ChemischeStof;5119;29 mei 2014 00:00:00;1 januari 2100 00:00:00
1192;ClT4ccne;chloortetracycline;57-62-5;ChemischeStof;3481;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1193;ClTC1yBen;chloortrimethylbenzeen;1667-04-5;ChemischeStof;5214;31 januari 2015 00:00:00;1 januari 2100 00:00:00
1194;ClTO;chloortrioxide;13932-10-0;ChemischeStof;3484;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1195;ClacAh;chlooraceetaldehyde;107-20-0;ChemischeStof;5203;31 januari 2015 00:00:00;1 januari 2100 00:00:00
1196;Clactn;chlooraceton;78-95-5;ChemischeStof;3445;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1197;Clactntl;chlooracetonitril;107-14-2;ChemischeStof;6398;12 juni 2020 00:00:00;1 januari 2100 00:00:00
1198;Clafncl;chlooramfenicol;56-75-7;ChemischeStof;2497;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1199;Clahdt;chloralhydraat;302-17-0;ChemischeStof;3447;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1200;Clbfm;chloorbufam;1967-16-4;ChemischeStof;479;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1201;Clbmrn;chloorbromuron;13360-45-7;ChemischeStof;478;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1202;Clbsde;chloorbenside;103-17-3;ChemischeStof;506;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1203;ClccC6a;chloorcyclohexaan;542-18-7;ChemischeStof;3450;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1204;Cldn;chloordaan;57-74-9;ChemischeStof;2220;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1205;Clfapr;chloorfenapyr;122453-73-0;ChemischeStof;3458;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1206;Clfazrn;chloorfluazuron;71422-67-8;ChemischeStof;3459;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1207;Clfn;chlorofeen;120-32-1;ChemischeStof;223;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1208;Clfsn;chloorfenson;80-33-1;ChemischeStof;484;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1209;Clfvfs;chloorfenvinfos;470-90-6;ChemischeStof;487;9 juni 2011 00:00:00;1 januari 2100 00:00:00
1210;Clidzn;chloridazon;1698-60-8;ChemischeStof;507;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1211;Clmfs;chloormefos;24934-91-6;ChemischeStof;488;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1212;ClmqCl;chloormequatchloride;999-81-5;ChemischeStof;5243;5 februari 2015 00:00:00;1 januari 2100 00:00:00
1213;Clnb;chloroneb;2675-77-6;ChemischeStof;6191;13 maart 2020 00:00:00;1 januari 2100 00:00:00
1214;Cloxrn;chlooroxuron;1982-47-4;ChemischeStof;1718;21 juli 2012 00:00:00;1 januari 2100 00:00:00
1215;Clpcne;chloorpicrine;76-06-2;ChemischeStof;3475;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1216;Clpfm;chloorprofam;101-21-3;ChemischeStof;492;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1217;Clpmzne;chloorpromazine;50-53-3;ChemischeStof;3477;17 november 2012 00:00:00;1 januari 2100 00:00:00
1218;Clpn;chloropreen;126-99-8;ChemischeStof;3478;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1219;Clptxne;chloorprothixene;113-59-7;ChemischeStof;3479;17 november 2012 00:00:00;1 januari 2100 00:00:00
1220;ClqnDFO4;chloorquinedifosfaat;50-63-5;ChemischeStof;5209;31 januari 2015 00:00:00;1 januari 2100 00:00:00
1221;Clsfrn;chloorsulfuron;64902-72-3;ChemischeStof;3480;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1222;CltaAd;chloorthiamide;1918-13-4;ChemischeStof;498;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1223;Cltlnl;chloorthalonil;1897-45-6;ChemischeStof;497;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1224;Cltlrn;chloortoluron;15545-48-9;ChemischeStof;503;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1225;CltofsI;chloorthiofos I;21923-23-9;ChemischeStof;5281;19 maart 2015 00:00:00;1 januari 2100 00:00:00
1226;CltofsII;chloorthiofos II;77503-29-8;ChemischeStof;5282;19 maart 2015 00:00:00;1 januari 2100 00:00:00
1227;Clton;chloorthion;500-28-7;ChemischeStof;6188;13 maart 2020 00:00:00;1 januari 2100 00:00:00
1228;Cm;curium;7440-51-9;ChemischeStof;3487;7 januari 2012 00:00:00;1 januari 2100 00:00:00
1229;Cm243;curium 243;15757-87-6;ChemischeStof;3488;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1230;Cm245;curium 245;15621-76-8;ChemischeStof;3489;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1231;Cm247;curium 247;15758-32-4;ChemischeStof;3490;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1232;Cn;copernicium;54084-26-3;ChemischeStof;4940;21 januari 2014 00:00:00;1 januari 2100 00:00:00
1233;Co;kobalt;7440-48-4;ChemischeStof;527;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1234;Co56;kobalt 56;14093-03-9;ChemischeStof;3497;12 februari 2013 00:00:00;1 januari 2100 00:00:00
1235;Co57;kobalt 57;13981-50-5;ChemischeStof;3498;12 februari 2013 00:00:00;1 januari 2100 00:00:00
1236;Co58;kobalt 58;13981-38-9;ChemischeStof;3499;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1237;Co60;kobalt 60;10198-40-0;ChemischeStof;3500;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1238;Corg;koolstof organisch;NVT;ChemischeStof;1318;26 augustus 2011 00:00:00;1 januari 2100 00:00:00
1239;Cr;chroom;7440-47-3;ChemischeStof;517;9 juni 2011 00:00:00;1 januari 2100 00:00:00
1240;Cr51;chroom 51;14392-02-0;ChemischeStof;3507;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1241;CrIII;chroom (driewaardig);16065-83-1;ChemischeStof;3510;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1242;CrVI;chroom (zeswaardig);18540-29-9;ChemischeStof;516;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1243;Cs;cesium;7440-46-2;ChemischeStof;468;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1244;Cs132;cesium 132;15758-03-9;ChemischeStof;3515;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1245;Cs134;cesium 134;13967-70-9;ChemischeStof;3516;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1246;Cs136;cesium 136;14234-29-8;ChemischeStof;3517;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1247;Cs137;cesium 137;10045-97-3;ChemischeStof;3518;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1248;Cu;koper;7440-50-8;ChemischeStof;971;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1249;CuO;koperoxide;1317-38-0;ChemischeStof;3522;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1250;CuSO4;kopersulfaat;7758-98-7;ChemischeStof;3524;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1251;Czr;cyaanzuur;420-05-3;ChemischeStof;6066;29 november 2019 00:00:00;1 januari 2100 00:00:00
1252;D2333T4ClC3y;di-(2,3,3,3-tetrachloorpropyl)ether;127-90-2;ChemischeStof;6228;13 maart 2020 00:00:00;1 januari 2100 00:00:00
1253;D2C1oxC2yFt;di-(2-methoxyethyl)ftalaat;117-82-8;ChemischeStof;6195;13 maart 2020 00:00:00;1 januari 2100 00:00:00
1254;D2C4oxC2yFt;di-(2-butoxyethyl)ftalaat;117-83-9;ChemischeStof;6194;13 maart 2020 00:00:00;1 januari 2100 00:00:00
1255;D2O;deuterium oxide (zwaar water);7789-20-0;ChemischeStof;6024;15 maart 2019 00:00:00;1 januari 2100 00:00:00
1256;DBaeP;dibenzo(a,e)pyreen;192-65-4;ChemischeStof;5188;31 januari 2015 00:00:00;1 januari 2100 00:00:00
1257;DBahAnt;dibenzo(a,h)antraceen;53-70-3;ChemischeStof;593;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1258;DBahP;dibenzo(a,h)pyreen;189-64-0;ChemischeStof;5187;31 januari 2015 00:00:00;1 januari 2100 00:00:00
1259;DBaiP;dibenzo(a,i)pyreen;191-30-0;ChemischeStof;3557;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1260;DBajAnt;dibenzo(a,j)antraceen;224-41-9;ChemischeStof;3558;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1261;DBalP;dibenzo(a,l)pyreen;189-55-9;ChemischeStof;5180;31 januari 2015 00:00:00;1 januari 2100 00:00:00
1262;DBrC1a;dibroommethaan;74-95-3;ChemischeStof;598;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1263;DBrClC1a;dibroomchloormethaan;124-48-1;ChemischeStof;597;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1264;DBrClHAc;dibroomchloorazijnzuur;5278-95-5;ChemischeStof;5812;13 mei 2017 00:00:00;1 januari 2100 00:00:00
1265;DBrHAc;dibroomazijnzuur;631-64-1;ChemischeStof;3561;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1266;DBractntl;dibroomacetonitril;3252-43-5;ChemischeStof;6397;12 juni 2020 00:00:00;1 januari 2100 00:00:00
1267;DC10yFt;didecylftalaat;84-77-5;ChemischeStof;6253;13 maart 2020 00:00:00;1 januari 2100 00:00:00
1268;DC11yFt;diundecylftalaat;3648-20-2;ChemischeStof;6127;13 maart 2020 00:00:00;1 januari 2100 00:00:00
1269;DC11yFtvteln;diundecylftalaat (vertakt en lineair);85507-79-5;ChemischeStof;5748;24 januari 2017 00:00:00;1 januari 2100 00:00:00
1270;DC12yDC1yNH4;didodecyldimethylammonium bromide;3282-73-3;ChemischeStof;6463;4 september 2020 00:00:00;1 januari 2100 00:00:00
1271;DC12yFt;didodecylftalaat;2432-90-8;ChemischeStof;6196;13 maart 2020 00:00:00;1 januari 2100 00:00:00
1272;DC16yDC1yNH4;dihexadecyldimethylammonium bromide;70755-47-4;ChemischeStof;6464;4 september 2020 00:00:00;1 januari 2100 00:00:00
1273;DC1oxC1a;dimethoxymethaan;109-87-5;ChemischeStof;3563;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1274;DC1yAe;dimethylamine;124-40-3;ChemischeStof;655;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1275;DC1yAeDcba;dimethylamine dicamba;2300-66-5;ChemischeStof;3564;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1276;DC1yAeHCl;dimethylamine-hydrochloride;506-59-2;ChemischeStof;3565;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1277;DC1yAszr;dimethylarseenzuur;75-60-5;ChemischeStof;5543;16 januari 2016 00:00:00;1 januari 2100 00:00:00
1278;DC1yC4a;dimethylbutaan;75-83-2;ChemischeStof;3567;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1279;DC1yCltoPO4;dimethylchloorthiofosfaat;2524-03-0;ChemischeStof;3569;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1280;DC1yDC14yNH4;dimethylditetradecylammonium bromide;68105-02-2;ChemischeStof;6460;4 september 2020 00:00:00;1 januari 2100 00:00:00
1281;DC1yDC18yNH4;dimethyldioctadecylammonium bromide;3700-67-2;ChemischeStof;6465;4 september 2020 00:00:00;1 januari 2100 00:00:00
1282;DC1yDFyeDS;dimethyldifenyleendisulfide;103-19-5;ChemischeStof;3570;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1283;DC1yDS;dimethyldisulfide;624-92-0;ChemischeStof;658;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1284;DC1yDtocbmt;dimethyldithiocarbamaat;79-45-8;ChemischeStof;3571;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1285;DC1yEtr;dimethylether;115-10-6;ChemischeStof;3572;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1286;DC1yFt;dimethylftalaat;131-11-3;ChemischeStof;661;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1287;DC1yNOAe;dimethylnitrosamine;62-75-9;ChemischeStof;3574;27 augustus 2011 00:00:00;1 januari 2100 00:00:00
1288;DC1yS;dimethylsulfide;75-18-3;ChemischeStof;663;8 juni 2011 00:00:00;1 januari 2100 00:00:00
1289;DC1ySO;dimethylsulfoxide;67-68-5;ChemischeStof;664;20 september 2018 00:00:00;1 januari 2100 00:00:00
1290;DC1ySO4;dimethylsulfaat;77-78-1;ChemischeStof;3575;8 juni 2011 00:00:00;1 januari 2100 00:00:00
